area,area_type,district_code,house_number,legal_description,locality,nature_of_property,postcode,primary_purpose,property_id,property_name,strata_lot_number,street_name,unit_number,zoning
88.0,M,260,14,1/SP97470,WESTMEAD,3,2145,OFFICE,4316926,,1,MONS RD,17,
238.0,M,090,7,1/SP97708,EASTWOOD,R,2122,RESIDENCE,4317402,,1,EDGAR ST,1,
338.0,M,260,57,3/SP1021216/SP102121,SILVERWATER,R,2128,RESIDENCE,4318838,,6,BEACONSFIELD ST,6,
272.0,M,090,58,1/SP957145/SP957146/SP957147/SP957148/SP957149/SP95714,WEST RYDE,R,2114,RESIDENCE,4321806,,9,FALCONER ST,9,
75.0,M,260,1,6/SP100239,WENTWORTH POINT,3,2127,OFFICE,4321898,,6,THE CRESCENT,6,
152.0,M,260,50,3/SP101742,NORTH PARRAMATTA,R,2151,RESIDENCE,4322319,,3,BRABYN ST,3,
104.0,M,260,2 B,77/SP102190224/SP102190,MELROSE PARK,R,2114,RESIDENCE,4323971,,224,WHARF RD,314,
186.0,M,090,80,2/SP101917,MACQUARIE PARK,3,2113,COMMERCIAL,4324429,,2,WATERLOO RD,2,
257.0,M,260,8,134/SP102274,WENTWORTH POINT,R,2127,RESIDENCE,4324435,,134,LAPWING ST,917,
193.0,M,260,2,115/SP101327170/SP101327,LIDCOMBE,R,2141,RESIDENCE,4326264,,170,KINGFISHER ST,1302,
201.0,M,090,28,2/SP99828,NORTH RYDE,R,2113,RESIDENCE,4326641,,2,TWIN RD,2,
352.0,M,090,35,1/SP997603/SP99760,DENISTONE,R,2114,RESIDENCE,4330149,,3,PENNANT AVE,3,
236.0,M,139,1,18/SP95738,MORTLAKE,R,2137,RESIDENCE,4330989,,18,BERTRAM LANE,18,
188.0,M,260,1,150/SP101328,LIDCOMBE,R,2141,RESIDENCE,4333302,,150,KINGFISHER ST,914,
147.0,M,139,8,186/SP101599,RHODES,R,2138,RESIDENCE,4334581,TOWER A,186,WALKER ST,2307,
208.0,M,090,43,1/SP102435,WEST RYDE,R,2114,RESIDENCE,4335692,,1,WINBOURNE ST,1,
113.0,M,260,2,34/SP10132956/SP10132957/SP10132962/SP10132982/SP10132990/SP101329,LIDCOMBE,R,2141,RESIDENCE,4336967,,90,HONEYEATER ST,902,
103.0,M,090,112,176/SP102700213/SP102700,MACQUARIE PARK,R,2113,RESIDENCE,4337753,,213,TALAVERA RD,2501,
179.0,M,139,63,26/SP102470,FIVE DOCK,R,2046,RESIDENCE,4338214,,26,RAMSAY RD,308,
93.0,M,260,22,30/SP102620,EPPING,R,2121,RESIDENCE,4340344,,30,ESSEX ST,306,
3.0,M,260,8,18/SP10266339/SP10266341/SP102663,RYDALMERE,R,2116,RESIDENCE,4342224,,41,BURBANG CRES STORAGE,41,
363.0,M,090,61,1/SP102359,WEST RYDE,R,2114,RESIDENCE,4344581,,1,WINBOURNE ST E,1,
263.0,M,090,32,3/SP100446,WEST RYDE,R,2114,RESIDENCE,4344749,,3,DARWIN ST,3,
60.0,M,139,30,10/SP102267,FIVE DOCK,R,2046,RESIDENCE,4344759,,10,RODD RD,203,
126.0,M,090,181,7/SP95878,EASTWOOD,R,2122,RESIDENCE,4345130,,7,SHAFTSBURY RD,8 G,
253.0,M,260,103,3/SP101949,TELOPEA,R,2117,RESIDENCE,4346060,,3,ADDERTON RD,3,
374.0,M,090,21,1/SP102389,WEST RYDE,R,2114,RESIDENCE,4346359,,1,DEAKIN ST,1,
131.0,M,139,21,148/SP101859,RHODES,R,2138,RESIDENCE,4346642,,148,MARQUET ST,1807,
253.0,M,090,5,3/SP99310,WEST RYDE,R,2114,RESIDENCE,4347231,,3,ANDREW ST,3,
227.0,M,260,35 A,2/SP987873/SP98787,HARRIS PARK,R,2150,RESIDENCE,4350227,,3,ALICE ST,3,
97.0,M,260,24,12/SP88387,PARRAMATTA,R,2150,RESIDENCE,4354406,,12,ROSEHILL ST,12,
162.0,M,139,15,5/SP102956,BREAKFAST POINT,R,2137,RESIDENCE,4354843,,5,WOODLANDS AVE,5,
242.0,M,260,1,6/SP102622,TOONGABBIE,R,2146,RESIDENCE,4355355,,6,BUDGEREE RD,6,
123.0,M,260,89,37/SP92674,WENTWORTHVILLE,R,2145,RESIDENCE,4357287,,37,WENTWORTH AVE,209,
123.0,M,260,29,80/SP96895250/SP96895,GRANVILLE,R,2142,RESIDENCE,4360400,,250,EAST ST,212,
63.0,M,260,33,36/SP96896,GRANVILLE,R,2142,RESIDENCE,4360681,,36,EAST ST,804,
249.0,M,090,258,1/SP92413,RYDE,R,2112,RESIDENCE,4361030,,1,QUARRY RD,1,
13.0,M,260,23,57/SP102588153/SP102588,CARLINGFORD,R,2118,RESIDENCE,4361682,CAR SPACE,153,POST OFFICE ST,206,
339.1,M,260,35,1/1259764,DUNDAS,R,2117,RESIDENCE,4366650,,,BARONBALI ST,1,R2
222.0,M,090,13,2/SP101823,EASTWOOD,R,2122,RESIDENCE,4366738,,2,CORUNNA RD,2,
104.0,M,090,137,103/SP102966,MACQUARIE PARK,R,2113,RESIDENCE,4367031,,103,HERRING RD,1701,
331.0,M,090,46,1/SP1022422/SP102242,RYDE,R,2112,RESIDENCE,4367635,,2,HEATH ST,2,
175.0,M,090,31,2/SP103265,RYDE,R,2112,RESIDENCE,4371189,,2,WOLGER RD,2,
265.0,M,090,186,5/SP103317,GLADESVILLE,R,2111,RESIDENCE,4371195,,5,PITTWATER RD,5,
195.0,M,139,22,7/SP103530,NORTH STRATHFIELD,R,2137,RESIDENCE,4377119,,7,NAPIER ST,7,
266.0,M,090,47,4/SP103583,EASTWOOD,R,2122,RESIDENCE,4377673,,4,IRENE CRES,7,
463.0,M,090,6,1/SP100003,GLADESVILLE,R,2111,RESIDENCE,4378513,,1,ELTHAM ST,1,
363.0,M,090,76,1/SP97144,DENISTONE,R,2114,RESIDENCE,4380401,,1,WEST PDE,1,
76.0,M,260,2,57/SP103531,LIDCOMBE,R,2141,RESIDENCE,4382040,,57,CANNING ST,727,
80.0,M,090,14,2/SP103625,RYDE,R,2112,RESIDENCE,4383249,,2,POPE ST,2,
152.0,M,260,9,194/SP100618228/SP100618,WESTMEAD,R,2145,RESIDENCE,4384659,,228,MAPLE TREE RD,2344,
198.5,M,090,6,3/SP1029281/SP1029282/SP102928,WEST RYDE,R,2114,RESIDENCE,4390239,,2,DEAKIN ST,2,
92.0,M,260,33,1/SP1037282/SP1037283/SP1037284/SP1037285/SP1037286/SP1037287/SP1037288/SP1037289/SP10372810/SP103728,ROSEHILL,R,2142,RESIDENCE,4390528,,10,PROSPECT ST,205,
,,139,2 A,1/SP103890,ABBOTSFORD,R,2046,RESIDENCE,4390726,,1,FEILBERG PL,1,
225.0,M,260,38,3/SP1033742/SP1033744/SP1033741/SP103374,DUNDAS VALLEY,R,2117,RESIDENCE,4392068,,1,SIMPSON ST,1,
369.0,M,090,2,100/1275523,PUTNEY,R,2112,RESIDENCE,4393479,,,SIMPSON ST,1,R2
375.0,M,260,1,4/SP101242,CARLINGFORD,R,2118,RESIDENCE,4395671,,4,DUNMORE AVE,4,
94.0,M,260,12,336/SP102896,PARRAMATTA,R,2150,RESIDENCE,4395676,,336,PHILLIP ST,3609,
105.0,M,139,223,12/SP104059,FIVE DOCK,R,2046,RESIDENCE,4400900,,12,GREAT NORTH RD,304,
122.0,M,090,210,8/SP102873,GLADESVILLE,R,2111,RESIDENCE,4401359,,8,VICTORIA RD,108,
558.3,M,090,17,2/1277229,RYDE,R,2112,RESIDENCE,4403768,,,GARDENER AVE,2,R2
137.0,M,260,1 A,2/SP1033605/SP103360,MELROSE PARK,R,2114,RESIDENCE,4407175,,5,LEMON TREE AVE,5,
65.0,M,260,22,135/SP103041,EPPING,R,2121,RESIDENCE,4411333,,135,LANGSTON PL,2003,
238.0,M,090,82,144/SP104187,MACQUARIE PARK,R,2113,RESIDENCE,4413027,,144,WATERLOO RD,1601 A,
438.0,M,090,46,1/SP104589,EAST RYDE,R,2113,RESIDENCE,4418468,,1,COXS RD,1,
104.0,M,260,8,112/SP103042,EPPING,R,2121,RESIDENCE,4419044,,112,CHAMBERS CT,1401,
62.0,M,260,6,89/SP103043,EPPING,R,2121,RESIDENCE,4419228,,89,CHAMBERS CT,1801,
200.0,M,090,20,2/SP104577,EASTWOOD,R,2122,RESIDENCE,4419331,,2,ALEXANDRIA AVE,2,
13.0,M,139,227,17/SP10440226/SP104402,DRUMMOYNE,R,2047,RESIDENCE,4420592,,26,VICTORIA RD,26,
392.0,M,090,2,1/SP104342,EASTWOOD,R,2122,RESIDENCE,4421160,,1,WARATAH ST,1,
60.0,M,260,26 A,1/SP1017392/SP1017393/SP1017394/SP1017395/SP1017396/SP1017397/SP1017398/SP1017399/SP10173910/SP10173911/SP10173912/SP10173913/SP10173914/SP10173915/SP10173916/SP10173917/SP10173918/SP10173919/SP10173920/SP101739,PARRAMATTA,3,2150,22 UNITS,4421252,,20,MARION ST,801,
144.0,M,260,38,68/SP96897,GRANVILLE,R,2142,RESIDENCE,4422030,,68,COWPER ST,903,
105.0,M,260,2,8/SP104564,LIDCOMBE,R,2141,RESIDENCE,4422339,,8,UHRIG RD,203,
277.0,M,139,40,6/SP104256,DRUMMOYNE,R,2047,RESIDENCE,4423841,,6,ST GEORGES CRES,6,
369.4,M,260,13,10/1274099,ERMINGTON,R,2115,RESIDENCE,4424883,,,CLEVELAND ST,1,R2
381.4,M,260,13,11/1274099,ERMINGTON,R,2115,RESIDENCE,4424884,,,CLEVELAND ST,2,R2
193.0,M,090,147,3/SP104793,RYDE,R,2112,RESIDENCE,4425609,,3,QUARRY RD,3,
65.0,M,260,21,16/SP101417,PARRAMATTA,R,2150,RESIDENCE,4427895,,16,HASSALL ST,505,
211.0,M,260,161,15/SP99600,CARLINGFORD,R,2118,RESIDENCE,4429932,,15,ADDERTON RD,15,
76.0,M,260,180,69/SP104773331/SP106186334/SP106186,PARRAMATTA,R,2150,RESIDENCE,4430759,,334,GEORGE ST,1733,
311.0,M,139,17,2/SP104832,CONCORD,R,2137,RESIDENCE,4431883,,2,STATION ST,2,
150.0,M,090,12 A,2/SP103063,EASTWOOD,R,2122,RESIDENCE,4433484,,2,DARVALL RD,2,
274.0,M,260,2,5/SP104898,EPPING,R,2121,RESIDENCE,4435581,,5,WYRALLA AVE,5,
169.0,M,139,8,2/SP1046843/SP104684,RHODES,R,2138,RESIDENCE,4435970,PENTHOUSE,3,WALKER ST,3,
167.0,M,260,28,5/SP97753,WESTMEAD,R,2145,RESIDENCE,4436950,,5,LYDBROOK ST,5,
100.0,M,260,77,9/SP10486611/SP104866,DUNDAS,R,2117,RESIDENCE,4440594,,11,KISSING POINT RD,11,
78.0,M,139,21,1/SP103686,RHODES,R,2138,RESIDENCE,4441939,,1,MARQUET ST,2501,
130.0,M,260,21,7/SP103257,WESTMEAD,R,2145,RESIDENCE,4444787,,7,DARCY RD,7,
288.0,M,090,125,3/SP105446,MARSFIELD,R,2122,RESIDENCE,4448368,,3,AGINCOURT RD,3,
157.0,M,090,16,3/SP95617,RYDE,R,2112,RESIDENCE,4451959,,3,HANCOTT ST,3,
364.0,M,090,8,1/SP102621,WEST RYDE,R,2114,RESIDENCE,4453804,,1,MIRIAM RD,2,
83.0,M,090,312,38/SP105121,GLADESVILLE,R,2111,RESIDENCE,4454292,,38,VICTORIA RD,406,
361.0,M,090,21,2/SP104632,GLADESVILLE,3,2111,COMMERCIAL,4460354,,2,BUFFALO RD,2,
344.0,M,090,25,2/SP105185,RYDE,R,2112,RESIDENCE,4460614,,2,PROVIDENCE RD,2,
132.0,M,260,1,1/SP1034093/SP1034094/SP103409,CARLINGFORD,3,2118,COMMERCIAL,4466847,,4,THALLON ST,4,
77.0,M,139,45,1/SP1056202/SP1056203/SP1056204/SP105620,DRUMMOYNE,R,2047,RESIDENCE,4466929,,4,LYONS RD,4,
88.0,M,139,47,1/SP105621,DRUMMOYNE,R,2047,RESIDENCE,4466934,,1,LYONS RD,1,
77.0,M,139,49,3/SP105623,DRUMMOYNE,R,2047,RESIDENCE,4466939,,3,LYONS RD,3,
233.5,M,260,41,101/1280049,NORTH PARRAMATTA,R,2151,RESIDENCE,4473534,,,ALBERT ST,1,
200.0,M,260,41,102/1280049,NORTH PARRAMATTA,R,2151,RESIDENCE,4473535,,,ALBERT ST,2,
200.9,M,260,41,103/1280049,NORTH PARRAMATTA,R,2151,RESIDENCE,4473536,,,ALBERT ST,3,R3
223.5,M,260,41,104/1280049,NORTH PARRAMATTA,R,2151,RESIDENCE,4473537,,,ALBERT ST,4,R3
73.0,M,260,1 A,17/SP105194,EPPING,R,2121,RESIDENCE,4476265,,17,CRANDON RD,104,
45.0,M,260,1,24/SP10343534/SP103435,MELROSE PARK,R,2114,RESIDENCE,4483052,,34,BUNDIL BVD,404,
98.0,M,260,14,10/SP104262,WESTMEAD,3,2145,COMMERCIAL,4484565,,10,MONS RD,10,
144.0,M,260,180,29/SP106306,PARRAMATTA,R,2150,RESIDENCE,4484610,,29,GEORGE ST,5238,
61.0,M,090,2,2/SP106301137/SP106541,MACQUARIE PARK,R,2113,RESIDENCE,4486502,,137,COTTONWOOD CRES,304,
394.0,M,260,71,7/SP106230,SILVERWATER,R,2128,RESIDENCE,4488318,,7,DEAKIN ST,7,
145.0,M,260,18,3/SP106472,NORTH ROCKS,3,2151,WAREHOUSE,4488491,,3,LOYALTY RD,3,
105.0,M,090,159,204/SP106291,MACQUARIE PARK,R,2113,RESIDENCE,4488806,1202,204,EPPING RD,408,
158.0,M,260,50,24/SP10596734/SP105967,EPPING,R,2121,RESIDENCE,4490271,,34,PEMBROKE ST,305,
325.0,M,090,48,1/SP106317,WEST RYDE,R,2114,RESIDENCE,4490315,,1,ADELAIDE ST,1,
172.0,M,090,30,2/SP106459,WEST RYDE,R,2114,RESIDENCE,4493603,,2,HUXLEY ST,2,
227.0,M,260,58,3/SP106507,CONSTITUTION HILL,R,2145,RESIDENCE,4493631,,3,FERNDALE CL,3,
116.0,M,090,8,4/SP941827/SP94182,RYDE,R,2112,RESIDENCE,4494925,,7,SMITH ST,7,
102.0,M,139,34,1/SP106451,FIVE DOCK,R,2046,RESIDENCE,4495229,,1,RODD RD,301,
320.0,M,090,68,3/SP106536,DENISTONE,R,2114,RESIDENCE,4495239,,3,DENISTONE RD,3,
270.0,M,090,2,3/SP106470,WEST RYDE,R,2114,RESIDENCE,4495475,,3,DEAKIN ST,3,
174.0,M,090,62,6/SP106365,EASTWOOD,R,2122,RESIDENCE,4498337,,6,ABUKLEA RD,6,
203.0,M,260,180,80/SP10710965/SP10662366/SP10662369/SP10662370/SP10662372/SP10662374/SP1066232/SP1063064/SP1063065/SP1063066/SP1063068/SP10630613/SP10630615/SP10630617/SP10630621/SP10630625/SP10630629/SP10630631/SP10630633/SP10630637/SP10630639/SP10630641/SP10630645/SP10630653/SP10630654/SP10630665/SP10662366/SP10662369/SP10662370/SP10662372/SP10662374/SP106623,PARRAMATTA,R,2150,RESIDENCE,4498625,,74,GEORGE ST,6335,
117.0,M,260,34,14/SP106641,DUNDAS,R,2117,RESIDENCE,4500527,,14,STATION ST,205,
442.0,M,260,2,2/SP102642,DUNDAS VALLEY,R,2117,RESIDENCE,4503711,,2,LORD AVE,2,
178.0,M,139,4,1/SP1069059/SP10690514/SP1069057/SP1069058/SP10690511/SP10690515/SP106905,DRUMMOYNE,R,2047,RESIDENCE,4505293,,15,STUART CRES,106,
95.0,M,260,17,29/SP107066,CARLINGFORD,R,2118,RESIDENCE,4510524,,29,MOSELEY ST,24,
175.0,M,139,54,8/SP106852,RUSSELL LEA,R,2046,RESIDENCE,4514865,,8,HAMPDEN RD,8,
132.0,M,090,123,2/SP10709517/SP107095,MEADOWBANK,R,2114,RESIDENCE,4517864,,17,BOWDEN ST,17,
242.5,M,260,25,2/SP1073593/SP107359,TELOPEA,R,2117,RESIDENCE,4519138,,3,COOK ST,3,
368.7,M,260,17,1/1294225,DUNDAS,R,2117,RESIDENCE,4519897,,,DORA CRES,1,
397.5,M,260,17,2/1294225,DUNDAS,R,2117,RESIDENCE,4519898,,,DORA CRES,2,
464.0,M,090,11,1/SP105694,WEST RYDE,R,2114,RESIDENCE,4520094,,1,MIROOL ST,1,
207.0,M,090,53,2/SP10724332/SP10724335/SP10724351/SP10724368/SP10724369/SP10724380/SP10724387/SP10724389/SP10724396/SP10724397/SP10724398/SP107243102/SP107243104/SP107243106/SP107243,RYDE,R,2112,RESIDENCE,4520267,,106,NANCARROW AVE,607 B,
265.0,M,260,178,16/SP10728717/SP10728718/SP10728719/SP10728720/SP10728721/SP10728722/SP10728728/SP10728729/SP107287,NORTH PARRAMATTA,R,2151,RESIDENCE,4520967,,29,PENNANT ST,29,
210.0,M,260,76,4/SP107479,RYDALMERE,R,2116,RESIDENCE,4523889,,4,PARK RD,4,
64.0,M,090,1,184/SP107031,MACQUARIE PARK,R,2113,RESIDENCE,4524486,,184,MAHOGANY AVE,1506,
40.0,M,139,110,3/SP1066034/SP106603,DRUMMOYNE,R,2047,RESIDENCE,4529286,,4,LYONS RD,4,
105.0,M,090,63,35/SP107177,WEST RYDE,R,2114,RESIDENCE,4529291,,35,WEST PDE,505,
132.0,M,090,71,36/SP107178,WEST RYDE,R,2114,RESIDENCE,4529357,BUILDING B,36,WEST PDE,502,
105.0,M,090,9,77/SP107505,MACQUARIE PARK,R,2113,RESIDENCE,4531496,,77,PEACH TREE RD,906,
75.0,M,260,5,13/SP107562,RYDALMERE,R,2116,RESIDENCE,4532868,,13,BURBANG CRES,203,
119.0,M,260,439,4/SP100150,TOONGABBIE,R,2146,RESIDENCE,4536274,,4,WENTWORTH AVE,4,
236.0,M,090,6,3/SP102743,DENISTONE EAST,R,2112,RESIDENCE,4536406,,3,BRABYN ST,3,
674.8,M,260,79,1/1288007,BEECROFT,R,2119,RESIDENCE,4537372,,,MURRAY FARM RD,1,R2
589.9,M,260,79,2/1288007,BEECROFT,R,2119,RESIDENCE,4537373,,,MURRAY FARM RD,2,R2
626.2,M,260,79,3/1288007,BEECROFT,V,2119,VACANT LAND,4537374,,,MURRAY FARM RD,3,R2
80.0,M,260,8,13/SP106579,CARLINGFORD,R,2118,RESIDENCE,4537946,,13,SHIRLEY ST,205,
106.0,M,260,27,38/SP107728,CARLINGFORD,R,2118,RESIDENCE,4538511,,38,JENKINS RD,304,
166.0,M,260,146,3/SP108005,DUNDAS,R,2117,RESIDENCE,4546384,,3,KISSING POINT RD,3,
323.0,M,090,55,3/SP107863,WEST RYDE,R,2114,RESIDENCE,4547616,,3,BRUSH RD,3,
105.0,M,090,16,61/SP107491,MACQUARIE PARK,R,2113,RESIDENCE,4547816,,61,SANDSTONE CRES,1104,
187.0,M,090,33,2/SP107740,EASTWOOD,R,2122,RESIDENCE,4548422,,2,EDGAR ST,2,
155.0,M,090,9,11/SP107739,RYDE,R,2112,RESIDENCE,4555198,,11,PORTER ST,302,
273.7,M,260,7,1/1298686,TELOPEA,R,2117,RESIDENCE,4556593,,,NOBLE PL,1,R2
313.0,M,260,49,1/SP105769,ERMINGTON,R,2115,RESIDENCE,4558127,,1,ATKINS RD,1,
199.0,M,260,12,261/SP108861,LIDCOMBE,R,2141,RESIDENCE,4558649,,261,UHRIG RD,3821,
186.0,M,260,12,35/SP10881333/SP108086,EPPING,R,2121,RESIDENCE,4565403,,33,BRIDGE ST,701,
127.0,M,139,36,162/SP107946229/SP107948,RHODES,R,2138,RESIDENCE,4565571,TOWER E,229,WALKER ST,2908,
115.0,M,090,10,9/SP108498,GLADESVILLE,R,2111,RESIDENCE,4575285,,9,MONASH RD,102,
101.0,M,139,36,44/SP10795045/SP107950,RHODES,R,2138,RESIDENCE,4576177,,45,WALKER ST,3909,
102.0,M,260,20,280/SP103396,HARRIS PARK,R,2150,RESIDENCE,4576769,,280,PARKES ST,3403,
168.0,M,260,7,23/SP108506,EPPING,R,2121,RESIDENCE,4577657,,23,SMITH ST,109,
109.2,M,260,3,3/SP1086686/SP108668,LIDCOMBE,3,2141,COMMERCIAL,4584061,,6,FANTAIL ST,6,
78.0,M,260,1,229/SP108153,LIDCOMBE,R,2141,RESIDENCE,4585685,,229,PADDOCK ST,2701,
131.0,M,139,35,46/SP108635,RHODES,R,2138,RESIDENCE,4587350,,46,MARQUET ST,908,
178.0,M,260,5,9/SP10815710/SP108157,LIDCOMBE,R,2141,RESIDENCE,4588682,,10,UHRIG RD,2,
60.0,M,139,35,32/SP107954,RHODES,R,2138,RESIDENCE,4589709,,32,MARQUET ST,2305,
252.0,M,090,90,2/SP108071,RYDE,R,2112,RESIDENCE,4592177,,2,HIGGINBOTHAM RD,2,
356.0,M,090,61,1/SP108956,WEST RYDE,R,2114,RESIDENCE,4595218,,1,BRUSH RD,1,
145.0,M,260,42,10/SP101582,TELOPEA,R,2117,RESIDENCE,4596477,,10,ADDERTON RD,10,
121.0,M,260,53 A,2/SP108943,PARRAMATTA,R,2150,RESIDENCE,4596509,,2,THOMAS ST,2,
160.0,M,260,20,1/SP106381,HARRIS PARK,3,2150,COMMERCIAL,4597226,,1,PARKES ST,4401,
462.0,M,090,427,1/SP108661,DENISTONE EAST,R,2112,RESIDENCE,4597941,,1,BLAXLAND RD,1,
231.0,M,260,5,6/SP109512,NORTHMEAD,R,2152,RESIDENCE,4607870,,6,ANDERSON RD,6,
177.0,M,139,25,52/SP109253,NORTH STRATHFIELD,R,2137,RESIDENCE,4616302,,52,GEORGE ST,309,
,,260,96 A,5/SP36190,CARLINGFORD,R,2118,RESIDENCE,576509,,5,BAKER ST,5,
,,260,67,5/SP36315,CARLINGFORD,R,2118,RESIDENCE,576549,,5,BAKER ST,5,
,,260,63,4/SP42021,CARLINGFORD,R,2118,RESIDENCE,576562,,4,BAKER ST,4,
,,260,12,36/SP54058,NORTH PARRAMATTA,R,2151,RESIDENCE,578048,,36,CORRY CT,36,
,,260,49,2/SP46498,OATLANDS,R,2117,RESIDENCE,578445,,2,BETTINGTON RD,2,
283.2,M,260,7,4/285163,NORTHMEAD,R,2152,RESIDENCE,581173,,,BURTON AVE,3,R2
304.3,M,260,7,7/285163,NORTHMEAD,R,2152,RESIDENCE,581176,,,BURTON AVE,6,R2
239.1,M,260,7,8/285163,NORTHMEAD,R,2152,RESIDENCE,581177,,,BURTON AVE,7,R2
284.2,M,260,7,11/285163,NORTHMEAD,R,2152,RESIDENCE,581181,,,BURTON AVE,10,R2
,,260,14,44/SP63949,NORTHMEAD,R,2152,RESIDENCE,581602,,44,CAMPBELL ST,44,
,,260,45,2/SP44356,CARLINGFORD,R,2118,RESIDENCE,587902,,2,DONALD ST,2,
,,260,10,1/SP51575,CARLINGFORD,R,2118,RESIDENCE,589876,,1,FELTON RD,1,
,,260,10,2/SP43136,NORTHMEAD,R,2152,RESIDENCE,590446,,2,FLETCHER ST,2,
,,260,78,14/SP35725,CARLINGFORD,R,2118,RESIDENCE,596756,,14,JENKINS RD,14,
,,260,60,4/SP52849,CARLINGFORD,R,2118,RESIDENCE,596781,,4,JENKINS RD,4,
,,260,41,2/SP51196,CARLINGFORD,R,2118,RESIDENCE,596820,,2,JENKINS RD,2,
,,260,75,2/SP45650,CARLINGFORD,R,2118,RESIDENCE,596843,,2,JENKINS RD,2,
450.4,M,260,44,2/1310075,PENDLE HILL,R,2145,RESIDENCE,6002736,,,BINALONG RD,2,R2
,,260,1 A,4/SP31925,CARLINGFORD,R,2118,RESIDENCE,600530,,4,SHIRLEY ST,4,
,,260,9,59/SP58995,CARLINGFORD,R,2118,RESIDENCE,600544,,59,LLOYDS AVE,59,
,,260,1,8/SP53509,CARLINGFORD,R,2118,RESIDENCE,600627,,8,LLOYDS AVE,8,
0.0,M,090,102,26/SP110012,MEADOWBANK,R,2114,RESIDENCE,6007785,,26,BOWDEN ST,207,
151.0,M,090,100,3/SP108697,MARSFIELD,R,2122,RESIDENCE,6016843,,3,AGINCOURT RD,3,
163.0,M,260,7,7/SP41791,NORTHMEAD,R,2152,RESIDENCE,602227,,7,MARGARET ST,7,
,,260,28,1/SP40568,NORTHMEAD,R,2152,RESIDENCE,602543,,1,MARY ST,1,
,,260,23,3/SP48568,NORTHMEAD,R,2152,RESIDENCE,602557,,3,MARY ST,3,
348.0,M,260,2,180/851061,NORTHMEAD,R,2152,RESIDENCE,604535,,,MURRAY ST,1,R4
,,260,4,5/SP61727,NORTHMEAD,R,2152,RESIDENCE,604536,,5,MURRAY ST,5,
,,260,83,6/SP61941,NORTH ROCKS,R,2151,RESIDENCE,605263,,6,NORTH ROCKS RD,6,
,,260,133,2/SP47735,NORTH ROCKS,R,2151,RESIDENCE,605295,,2,NORTH ROCKS RD,2,
,,260,149,5/SP54080,NORTH ROCKS,R,2151,RESIDENCE,605323,,5,NORTH ROCKS RD,5,
,,260,157,8/SP51426,NORTH ROCKS,R,2151,RESIDENCE,605341,,8,NORTH ROCKS RD,8,
,,260,165,8/SP44320,NORTH ROCKS,R,2151,RESIDENCE,605353,,8,NORTH ROCKS RD,8,
,,260,193,7/SP58305,NORTH ROCKS,R,2151,RESIDENCE,605381,,7,NORTH ROCKS RD,7,
,,260,199,6/SP66838,NORTH ROCKS,R,2151,RESIDENCE,605397,,6,NORTH ROCKS RD,6,
244.0,M,260,221 A,31/SP52325,NORTH ROCKS,R,2151,RESIDENCE,605422,,31,NORTH ROCKS RD,3,
464.1,M,260,377,4/285278,CARLINGFORD,R,2118,RESIDENCE,605530,,,NORTH ROCKS RD,3,R2
317.8,M,260,377,9/285278,CARLINGFORD,R,2118,RESIDENCE,605537,,,NORTH ROCKS RD,8,R2
457.5,M,260,385 C,1/844817,CARLINGFORD,R,2118,RESIDENCE,605552,,,NORTH ROCKS RD,1,R2
,,260,409,6/SP33898,CARLINGFORD,R,2118,RESIDENCE,605577,,6,NORTH ROCKS RD,6,
,,260,106,2/SP40782,NORTH ROCKS,R,2151,RESIDENCE,605777,,2,NORTH ROCKS RD,2,
,,260,36,1/SP52641,NORTH ROCKS,R,2151,RESIDENCE,605810,,1,NORTH ROCKS RD,1,
,,260,121,2/SP44784,CARLINGFORD,R,2118,RESIDENCE,606030,,2,OAKES RD,2,
,,260,169 C,2/SP51909,CARLINGFORD,R,2118,RESIDENCE,609444,,2,PENNANT HILLS RD,2,
,,260,171 C,2/SP51055,CARLINGFORD,R,2118,RESIDENCE,609453,,2,PENNANT HILLS RD,2,
685.8,M,260,171 B,212/860847,CARLINGFORD,R,2118,RESIDENCE,609456,,,PENNANT HILLS RD,1,R2
273.9,M,260,181,13/285473,CARLINGFORD,R,2118,RESIDENCE,609477,,,PENNANT HILLS RD,12,R3
236.5,M,260,181,16/285473,CARLINGFORD,R,2118,RESIDENCE,609480,,,PENNANT HILLS RD,15,R3
273.9,M,260,181,19/285473,CARLINGFORD,R,2118,RESIDENCE,609483,,,PENNANT HILLS RD,18,R3
,,260,1,1/SP60954,OATLANDS,R,2117,RESIDENCE,609672,,1,VISTA ST,1,
,,260,3,43/SP53403,CARLINGFORD,R,2118,RESIDENCE,610891,,43,POST OFFICE ST,43,
,,260,11,13/SP64724,NORTHMEAD,R,2152,RESIDENCE,611380,,13,PYE AVE,13,
,,260,2,52/SP74382,NORTH ROCKS,R,2151,RESIDENCE,612159,,52,RICHARD CL,52,
,,260,4,22/SP44965,NORTHMEAD,R,2152,RESIDENCE,612439,,22,RIFLE RANGE RD,22,
,,260,2,20/SP52890,NORTHMEAD,R,2152,RESIDENCE,612463,,20,RIFLE RANGE RD,20,
198.0,M,260,4,10/SP65238,BAULKHAM HILLS,R,2153,RESIDENCE,613352,,10,RUSSELL ST,10,
,,260,12,1/SP567875/SP567876/SP567873/SP567872/SP567877/SP567874/SP56787,CARLINGFORD,R,2118,RESIDENCE,614793,,4,SHIRLEY ST,4,
