area,area_type,district_code,house_number,legal_description,locality,nature_of_property,postcode,primary_purpose,property_id,property_name,strata_lot_number,street_name,unit_number,zoning
,,090,25,3/SP97453,DENISTONE EAST,R,2112,RESIDENCE,4114228,,3,LOVELL RD,3,
200.0,M,139,55,3/SP97475,CONCORD,R,2137,RESIDENCE,4114232,,3,GIPPS ST,3,
106.0,M,090,46,7/SP92518,RYDE,R,2112,RESIDENCE,4115146,,7,GLADSTONE AVE,102,
280.2,M,090,11 A,1/SP95269,WEST RYDE,R,2114,RESIDENCE,4115602,,1,GRAND AVE,1,
329.0,M,139,65,1/SP95832,CONCORD WEST,R,2138,RESIDENCE,4116477,,1,YARALLA ST,1,
447.0,M,090,14,1/SP97434,DENISTONE,R,2114,RESIDENCE,4116691,,1,INKERMAN RD,1,
601.0,M,139,62,2/SP95974,CANADA BAY,R,2046,RESIDENCE,4117327,,2,BAYVIEW RD,2,
157.0,M,260,1,264/SP97315,SYDNEY OLYMPIC PARK,R,2127,RESIDENCE,4118628,,264,BRUSHBOX ST,2212,
178.0,M,090,498,1/SP96269,DENISTONE,R,2114,RESIDENCE,4119462,,1,BLAXLAND RD,1,
,,260,2,8/SP97585,RYDALMERE,R,2116,RESIDENCE,4121201,,8,BURBANG CRES,8,
185.0,M,260,69,3/SP94668,PARRAMATTA,R,2150,RESIDENCE,4121805,,3,HASSALL ST,3,
,,139,1,1/SP95840,CONCORD WEST,R,2138,RESIDENCE,4123546,,1,BARUNGA ST,1,
113.0,M,260,19,49/SP92773,EPPING,R,2121,RESIDENCE,4125268,,49,EPPING RD,408,
,,090,7,59/SP91655,EASTWOOD,R,2122,RESIDENCE,4126364,,59,RUTLEDGE ST,503,
,,090,188,4/SP96384,PUTNEY,R,2112,RESIDENCE,4127070,,4,MORRISON RD,4,
107.0,M,139,57,5/SP9607015/SP96070,STRATHFIELD,R,2135,RESIDENCE,4128439,,15,MANSON RD,15,
,,260,11,141/SP97389224/SP97389353/SP97389429/SP97389433/SP97389,WENTWORTH POINT,R,2127,RESIDENCE,4128861,,433,WENTWORTH PL,433,
326.0,M,090,186,2/SP92784,EASTWOOD,R,2122,RESIDENCE,4130273,,2,ABUKLEA RD,2,
154.0,M,090,7,14/SP97799,RYDE,R,2112,RESIDENCE,4131997,,14,PORTER ST,8,
,,090,9,55/SP96972,EASTWOOD,R,2122,RESIDENCE,4132446,,55,RUTLEDGE ST,411,
1116.0,M,260,26,5/1241715,EPPING,R,2121,RESIDENCE,4132687,,,CAMBRIDGE ST,10,B2
266.0,M,090,2,2/SP94680,NORTH RYDE,R,2113,RESIDENCE,4133363,,2,CONRAD ST,2,
,,260,28,9/SP97647,EPPING,R,2121,RESIDENCE,4134315,,9,CAMBRIDGE ST,204,
94.0,M,260,26,135/SP97649180/SP97649,EPPING,R,2121,RESIDENCE,4134711,,180,CAMBRIDGE ST,1605,
109.0,M,260,22,119/SP97648,EPPING,R,2121,RESIDENCE,4135298,,119,CAMBRIDGE ST,1004,
116.0,M,090,255,102/SP97574,RYDE,R,2112,RESIDENCE,4136508,,102,MORRISON RD,214,
,,090,16,1/SP976182/SP97618,WEST RYDE,R,2114,RESIDENCE,4136782,,2,LAMBERT ST,2,
329.0,M,090,66,1/SP95851,DENISTONE EAST,R,2112,RESIDENCE,4138835,,1,NORTH RD,1,
90.0,M,139,42 B,162/SP97934,DRUMMOYNE,R,2047,RESIDENCE,4138844,BUILDING B,162,FORMOSA ST,2,
,,260,42 C,27/SP97991,EPPING,R,2121,RESIDENCE,4139230,,27,KENT ST,27,
306.0,M,139,21,1/SP94924,CONCORD WEST,R,2138,RESIDENCE,4140005,,1,CONSETT ST,1,
74.0,M,260,24,28/SP98030,EPPING,R,2121,RESIDENCE,4141854,,28,CARLINGFORD RD,303,
,,260,26,9/SP97650,EPPING,R,2121,RESIDENCE,4142222,,9,CAMBRIDGE ST,9,
,,260,11,88/SP98096178/SP98096,PARRAMATTA,R,2150,RESIDENCE,4146496,,178,HASSALL ST,3104,
94.0,M,260,2,288/SP97764,PARRAMATTA,R,2150,RESIDENCE,4146902,,288,MORTON ST,250,
,,260,28 B,56/SP92890,EPPING,R,2121,RESIDENCE,4147855,,56,CARLINGFORD RD,210,
164.0,M,260,6,5/SP98270,WENTWORTHVILLE,R,2145,RESIDENCE,4152975,,5,WATER ST,5,
113.0,M,090,13,18/SP97852,GLADESVILLE,R,2111,RESIDENCE,4153890,,18,JORDAN ST,18,
,,260,3,9/SP98202,LIDCOMBE,R,2141,RESIDENCE,4154096,,9,CARTER ST,20,
,,260,2,73/SP98272,EPPING,R,2121,RESIDENCE,4154284,CAR SPACE,73,HAZLEWOOD PL,317,
,,260,17,27/SP96285,CARLINGFORD,R,2118,RESIDENCE,4154559,,27,JENKINS RD,46,
,,260,4,3/SP93712,RYDALMERE,R,2116,RESIDENCE,4154701,,3,BURBANG CRES,3,
388.0,M,139,9,2/SP97562,NORTH STRATHFIELD,R,2137,RESIDENCE,4154714,,2,LORRAINE ST,9 B,
,,139,48,56/SP83188,RHODES,R,2138,RESIDENCE,4155787,,56,SHORELINE DR,518,
349.0,M,090,40,1/SP96805,DENISTONE EAST,R,2112,RESIDENCE,4155960,,1,RUSSELL ST,1,
318.0,M,090,2,1/SP98239,NORTH RYDE,R,2113,RESIDENCE,4157503,,1,FORD ST,1,
,,260,165,16/SP95876,PARRAMATTA,R,2150,RESIDENCE,4157891,,16,PENNANT ST,301,
,,260,17,122/SP97390192/SP97390,WENTWORTH POINT,R,2127,RESIDENCE,4157911,,192,WENTWORTH PL,1002,
,,090,3,6/SP98152,RYDE,R,2112,RESIDENCE,4158694,,6,SMITH ST,6,
402.0,M,139,174,2/SP97800,CONCORD WEST,R,2138,RESIDENCE,4160080,,2,QUEEN ST,2,
103.0,M,260,1,42/SP98215,CARLINGFORD,R,2118,RESIDENCE,4160473,,42,POST OFFICE ST,604,
473.5,M,090,1,1/SP98098,GLADESVILLE,R,2111,RESIDENCE,4161348,,1,ORIENT ST,1,
301.0,M,139,68,2/SP98315,ABBOTSFORD,R,2046,RESIDENCE,4161497,,2,ST ALBANS ST,2,
97.0,M,260,16,28/SP98432,WENTWORTH POINT,R,2127,RESIDENCE,4162241,,28,AMALFI DR,10006,
88.0,M,260,11,54/SP98433,WENTWORTH POINT,R,2127,RESIDENCE,4162278,,54,BENNELONG PKWY,13026,
101.0,M,260,1,28/SP98434,WENTWORTH POINT,R,2127,RESIDENCE,4162338,,28,BENNELONG PKWY,12113,
,,139,19,6/SP94250,DRUMMOYNE,R,2047,RESIDENCE,4162743,,6,COLLINGWOOD ST,6,
401.0,M,139,11,1/SP96099,NORTH STRATHFIELD,R,2137,RESIDENCE,4163269,,1,NAPIER ST,1,
343.0,M,090,8,1/SP95950,DENISTONE EAST,R,2112,RESIDENCE,4163685,,1,HAIG AVE,1,
145.0,M,090,260,9/SP90479,GLADESVILLE,R,2111,RESIDENCE,4165471,,9,VICTORIA RD,104,
103.0,M,090,5,73/SP97810,NORTH RYDE,R,2113,RESIDENCE,4165889,C05.07,73,NETWORK PL,507,
59.0,M,260,1,7/SP98443,WENTWORTH POINT,R,2127,RESIDENCE,4166590,,7,BURROWAY RD,7,
155.0,M,260,66,4/SP98567,SILVERWATER,R,2128,RESIDENCE,4168691,,4,ASQUITH ST,4,
102.0,M,090,2,10/SP98495,MEADOWBANK,R,2114,RESIDENCE,4168983,,10,ANGAS ST,301,
103.0,M,090,1,206/SP98059,NORTH RYDE,R,2113,RESIDENCE,4170021,,206,NETWORK PL,1411,
241.0,M,139,18,10/SP9558120/SP9558121/SP9558124/SP9558139/SP95581,MORTLAKE,R,2137,RESIDENCE,4170618,,39,HILLY ST,303,
,,139,5,108/SP95582142/SP95582,MORTLAKE,R,2137,RESIDENCE,4171381,,142,NORTHCOTE ST,407,
,,090,6,3/SP97600,RYDE,R,2112,RESIDENCE,4171569,,3,NANCARROW AVE,503 A,
,,090,12,37/SP97601115/SP97601,RYDE,R,2112,RESIDENCE,4172540,,115,NANCARROW AVE,30828,
74.0,M,090,3,137/SP98060,NORTH RYDE,R,2113,RESIDENCE,4173612,,137,NETWORK PL,1004,
,,260,19,10/SP94206,CARLINGFORD,R,2118,RESIDENCE,4175262,,10,CHARLES ST,10,
,,139,47,1/SP96517,ABBOTSFORD,R,2046,RESIDENCE,4175288,,1,CURTIN AVE,1,
,,260,23,50/SP98712,EPPING,R,2121,RESIDENCE,4176445,,50,FOREST GR,50,
201.0,M,139,50,7/SP982988/SP9829818/SP98298,FIVE DOCK,R,2046,RESIDENCE,4178284,,18,EAST ST,401,
,,260,35,36/SP98785,EPPING,R,2121,RESIDENCE,4180486,,36,OXFORD ST,1102,
,,260,8,61/SP98821,EPPING,3,2121,WAREHOUSE,4181717,STORAGE,61,MAIDA RD,61,
,,090,6,3/SP97600218/SP97600,RYDE,R,2112,RESIDENCE,4182569,,218,NANCARROW AVE,218,
,,090,12,2/SP9760122/SP9760133/SP9760137/SP9760159/SP9760165/SP9760177/SP9760194/SP97601100/SP97601115/SP97601172/SP97601186/SP97601187/SP97601194/SP97601197/SP97601217/SP97601221/SP97601236/SP97601,RYDE,R,2112,RESIDENCE,4182832,,236,NANCARROW AVE,31210,
,,260,9,91/SP98716,LIDCOMBE,R,2141,RESIDENCE,4183617,,91,GRAZIER ST,60,
,,090,133,3/SP98547,MEADOWBANK,R,2114,RESIDENCE,4184594,2.01,3,BOWDEN ST,201,
,,139,48,20/SP98297,FIVE DOCK,R,2046,RESIDENCE,4185164,,20,EAST ST,20,
,,260,62,1/SP98822,PARRAMATTA,R,2150,RESIDENCE,4185849,,1,THOMAS ST,1,
,,260,6,8/SP98940,PARRAMATTA,R,2150,RESIDENCE,4186525,,8,RAYMOND LANE,8,
,,090,20,101/SP98937,MEADOWBANK,R,2114,RESIDENCE,4187133,,101,NANCARROW AVE,609,
,,090,7,14/SP98763,EASTWOOD,R,2122,RESIDENCE,4188131,RE2,14,GLEN ST,206,
,,090,78,2/SP98904,DENISTONE,R,2114,RESIDENCE,4188455,,2,ANTHONY RD,2,
124.0,M,090,37,124/SP98936,RYDE,R,2112,RESIDENCE,4188465,,124,NANCARROW AVE,209 B,
,,090,139,13/SP9900515/SP9900517/SP9900518/SP9900519/SP9900520/SP99005,MEADOWBANK,R,2114,RESIDENCE,4189061,,20,BOWDEN ST,602,
62.0,M,090,117,2/SP99037,MEADOWBANK,R,2114,RESIDENCE,4189627,,2,BOWDEN ST,2,
,,090,101,12/SP99079,RYDE,R,2112,RESIDENCE,4192050,,12,CHURCH ST,202,
213.0,M,090,40,4/SP95857,DENISTONE,R,2114,RESIDENCE,4193106,,4,ANTHONY RD,4,
,,260,15,7/SP93703,RYDALMERE,R,2116,RESIDENCE,4193205,,7,BURBANG CRES,7,
,,090,1,45/SP99035,GLADESVILLE,R,2111,RESIDENCE,4193343,,45,MERITON ST,503,
159.0,M,260,27 B,48/SP93186,NORTH ROCKS,R,2151,RESIDENCE,4193563,,48,NORTH ROCKS RD,606,
66.0,M,090,120,76/SP99179,MACQUARIE PARK,R,2113,RESIDENCE,4195379,,76,HERRING RD,808,
347.0,M,139,2,1/SP99105,ABBOTSFORD,R,2046,RESIDENCE,4195710,,1,FEILBERG PL,1,
212.0,M,090,28,3/SP97243,WEST RYDE,R,2114,RESIDENCE,4199695,,3,FARNELL ST,3,
166.0,M,139,90,2/SP99196,NORTH STRATHFIELD,R,2137,RESIDENCE,4204612,,2,CONCORD RD,2,
,,090,6,202/SP97600,RYDE,R,2112,RESIDENCE,4205410,,202,NANCARROW AVE,302 D,
120.0,M,090,12,6/SP97601133/SP97601,RYDE,R,2112,RESIDENCE,4205673,,133,NANCARROW AVE,1005 B,
325.3,M,090,28,2/1251772,DENISTONE,R,2114,RESIDENCE,4207311,,,BURMAH RD,2,R2
,,260,2,7/SP99425,RYDALMERE,R,2116,RESIDENCE,4208002,,7,ELONERA ST,7,
217.0,M,090,29,7/SP94321,WEST RYDE,R,2114,RESIDENCE,4211089,,7,GAZA RD,7,
179.0,M,260,2,8/SP92966,WENTWORTHVILLE,R,2145,RESIDENCE,4214183,,8,WATER ST,8,
116.0,M,090,21,27/SP99579,EASTWOOD,R,2122,RESIDENCE,4214794,,27,GLEN ST,303 A,
100.0,M,260,229,12/SP89736,CARLINGFORD,R,2118,RESIDENCE,4215347,,12,CARLINGFORD RD,12,
,,260,16,113/SP99516138/SP99516180/SP99516198/SP99516215/SP99516256/SP99516271/SP99516,GRANVILLE,R,2142,RESIDENCE,4216261,,271,EAST ST,601,
,,260,14 C,1/SP974692/SP97469,WESTMEAD,3,2145,COMMERCIAL,4218066,,2,MONS RD,2,
226.0,M,139,364,1/SP99615,DRUMMOYNE,R,2047,RESIDENCE,4218357,,1,VICTORIA PL,1,
365.0,M,139,29,1/SP99577,CONCORD WEST,R,2138,RESIDENCE,4218514,,1,MEPUNGA ST,1,
254.0,M,260,5,5/SP92134,CLYDE,3,2142,WAREHOUSE,4219623,,5,HARBORD ST,5,
241.0,M,090,22,1/SP97207,EASTWOOD,R,2122,RESIDENCE,4219635,,1,WOOD ST,1,
164.0,M,090,28,2/SP99632,WEST RYDE,R,2114,RESIDENCE,4219694,,2,DARWIN ST,2,
347.0,M,090,1,1/SP99530,EASTWOOD,R,2122,RESIDENCE,4220127,,1,OAKES AVE,1,
,,260,11,28/SP99696,LIDCOMBE,R,2141,RESIDENCE,4221798,,28,CANNING ST,343,
264.0,M,090,103,2/SP99007,RYDE,R,2112,RESIDENCE,4223079,,2,BRIDGE RD,2,
291.0,M,260,16,4/SP99739,CARLINGFORD,R,2118,RESIDENCE,4224060,,4,BLENHEIM RD,4,
,,260,7,66/SP98608,WENTWORTH POINT,R,2127,RESIDENCE,4224552,,66,BENNELONG PKWY,15066,
235.0,M,090,11,3/SP92222,WEST RYDE,R,2114,RESIDENCE,4224956,,3,FEDERAL RD,3,
,,260,5,8/SP9860932/SP98609,WENTWORTH POINT,R,2127,RESIDENCE,4224966,,32,BENNELONG PKWY,10093,
119.0,M,260,10,13/SP9054978/SP90549,CARLINGFORD,R,2118,RESIDENCE,4225929,,78,THALLON ST,178,
,,090,2,9/SP99712,RYDE,R,2112,RESIDENCE,4226565,,9,JUNCTION ST,9,
159.0,M,090,1,1/SP995872/SP995873/SP995874/SP99587,NORTH RYDE,3,2113,OFFICE,4227502,,4,NETWORK PL,4,
71.0,M,090,125,7/SP99890,MEADOWBANK,R,2114,RESIDENCE,4229437,STORAGE,7,BOWDEN ST,7,
284.0,M,260,18,4/SP99928,CARLINGFORD,R,2118,RESIDENCE,4229656,,4,CHARLES ST,4,
74.0,M,139,36,2/SP99958,MORTLAKE,R,2137,RESIDENCE,4229706,,2,TENNYSON RD,2,
145.0,M,260,3,9/SP9992532/SP99925,EPPING,R,2121,RESIDENCE,4232354,,32,HAZLEWOOD PL,308,
225.0,M,090,70,3/SP99850,WEST RYDE,R,2114,RESIDENCE,4235711,,3,WINBOURNE ST E,3,
101.0,M,260,18,12/SP100114,EPPING,R,2121,RESIDENCE,4236929,,12,CLIFF RD,205,
321.0,M,090,109,4/SP97206,EASTWOOD,R,2122,RESIDENCE,4237749,,4,VIMIERA RD,4,
,,260,23,23/SP99768,PARRAMATTA,R,2150,RESIDENCE,4237773,,23,HASSALL ST,401,
147.0,M,090,1,5/SP1022406/SP1022407/SP102240,GLADESVILLE,3,2111,COMMERCIAL,4239104,,7,MERITON ST,5,
295.0,M,090,16,3/SP100139,DENISTONE EAST,R,2112,RESIDENCE,4239109,,3,BEATTIE AVE,3,
97.0,M,260,33,3/SP97959,EPPING,R,2121,RESIDENCE,4240770,,3,CLIFF RD,3,
110.0,M,139,44,24/SP84404,RHODES,R,2138,RESIDENCE,4243606,,24,SHORELINE DR,507,
,,090,408,54/SP100170,GLADESVILLE,R,2111,RESIDENCE,4243769,,54,VICTORIA RD,316,
663.1,M,260,36,102/1247078,EPPING,3,2121,COMMERCIAL,4244749,,,OXFORD ST,3,B2
146.0,M,260,17,74/SP99752,WENTWORTH POINT,R,2127,RESIDENCE,4244793,,74,AMALFI DR,13081,
,,260,19,59/SP99753,WENTWORTH POINT,R,2127,RESIDENCE,4244879,,59,AMALFI DR,11122,
177.0,M,090,28,3/SP100217,EASTWOOD,R,2122,RESIDENCE,4245227,,3,LINCOLN ST,3,
271.0,M,090,10,1/SP95403,MARSFIELD,R,2122,RESIDENCE,4245550,,1,KEILEY ST,1,
328.0,M,260,15,1/1238659,TELOPEA,R,2117,RESIDENCE,4245601,,,FULLARTON ST,1,
659.0,M,260,3,105/1248495,SYDNEY OLYMPIC PARK,R,2127,RESIDENCE,4247642,,,OLYMPIC BVD,3901,B4
,,090,428,17/SP99642,GLADESVILLE,R,2111,RESIDENCE,4247894,,17,VICTORIA RD,204,
294.0,M,090,5,2/SP100384,MARSFIELD,R,2122,RESIDENCE,4248283,,2,KARALEE CL,3,
99.0,M,260,3,90/SP100370146/SP100370,SYDNEY OLYMPIC PARK,R,2127,RESIDENCE,4249721,STORAGE,146,OLYMPIC BVD,2507,
,,260,36,116/SP100257,EPPING,R,2121,RESIDENCE,4251463,,116,OXFORD ST,1407,
51.0,M,260,38,1/SP1002582/SP1002583/SP100258,EPPING,3,2121,COMMERCIAL,4252167,,3,OXFORD ST,1,
,,090,101,349/SP100475539/SP100475,MACQUARIE PARK,R,2113,RESIDENCE,4253054,,539,WATERLOO RD,301 D,
144.0,M,260,3,2/SP911145/SP91114,DUNDAS,R,2117,RESIDENCE,4254763,,5,ST ANDREWS ST,5,
,,090,19,1/SP96586,EASTWOOD,R,2122,RESIDENCE,4255533,,1,ALEXANDRIA AVE,1,
405.0,M,139,23 A,2/SP97890,CONCORD,R,2137,RESIDENCE,4255984,,2,STATION ST,2,
83.0,M,090,80,158/SP100387,MACQUARIE PARK,R,2113,RESIDENCE,4257473,,158,WATERLOO RD,207 B,
313.4,M,090,16,1/SP100215,WEST RYDE,R,2114,RESIDENCE,4258173,,1,MOSS ST,1,
58.0,M,090,27,103/SP100396,MACQUARIE PARK,R,2113,RESIDENCE,4259378,,103,HALIFAX ST,1109,
,,090,23,55/SP100397,MACQUARIE PARK,R,2113,RESIDENCE,4259505,,55,HALIFAX ST BUILDING B,803,
100.0,M,260,47,13/SP100576,RYDALMERE,R,2116,RESIDENCE,4260733,,13,SOUTH ST,13 A,
255.0,M,139,19,2/SP100499,ABBOTSFORD,R,2046,RESIDENCE,4261618,,2,WALTON CRES,2,
268.0,M,090,15,4/SP100568,EASTWOOD,R,2122,RESIDENCE,4261851,,4,VIMIERA RD,4,
259.0,M,139,28,1/SP100169,CONCORD,R,2137,RESIDENCE,4262418,,1,MACNAMARA AVE,1,
,,139,4,1/SP96676,CONCORD,R,2137,RESIDENCE,4262614,,1,ALTON AVE,1,
388.0,M,090,33,1/SP99181,NORTH RYDE,R,2113,RESIDENCE,4262934,,1,WILSON ST,1,
103.0,M,090,121,7/SP100704,MEADOWBANK,R,2114,RESIDENCE,4262949,,7,BOWDEN ST,7,
,,260,11,7/SP100158,CARLINGFORD,R,2118,RESIDENCE,4265134,,7,BOUNDARY RD,202,
225.0,M,090,492,4/SP95068,DENISTONE,R,2114,RESIDENCE,4265289,,4,BLAXLAND RD,4,
161.0,M,260,1,16/SP97164,CARLINGFORD,R,2118,RESIDENCE,4265454,,16,THALLON ST,287,
129.0,M,090,105,76/SP100700,RYDE,R,2112,RESIDENCE,4265971,,76,CHURCH ST,41,
210.0,M,090,60,147/SP99820,MEADOWBANK,R,2114,RESIDENCE,4266606,,147,NANCARROW AVE,1004,
360.6,M,260,10,2/1235661,EPPING,R,2121,RESIDENCE,4267245,,,ORCHARD ST,2,R2
260.0,M,139,189,1/SP96239,CONCORD,R,2137,RESIDENCE,4268585,,1,MAJORS BAY RD,1,
249.0,M,260,68,6/SP94778,CARLINGFORD,R,2118,RESIDENCE,4269042,,6,ADDERTON RD,6,
100.0,M,090,230,30/SP100823,GLADESVILLE,R,2111,RESIDENCE,4270760,,30,VICTORIA RD,313,
286.0,M,260,148,1/SP97268,DUNDAS VALLEY,R,2117,RESIDENCE,4271084,,1,MARSDEN RD,1,
106.0,M,090,265,5/SP100858,GLADESVILLE,R,2111,RESIDENCE,4271794,,5,VICTORIA RD,105,
398.0,M,139,165,1/SP100664,CONCORD,R,2137,RESIDENCE,4272287,,1,MAJORS BAY RD,1,
162.0,M,260,2 A,5/SP100778,SYDNEY OLYMPIC PARK,R,2127,RESIDENCE,4273247,VERDE,5,FIGTREE DR,10106,
675.0,M,090,153,2/SP96588,RYDE,R,2112,RESIDENCE,4273760,,2,BUFFALO RD,2,
84.0,M,260,5,87/SP100616,WESTMEAD,R,2145,RESIDENCE,4274300,,87,MAPLE TREE RD,318,
133.0,M,260,9,19/SP100991360/SP1009914/SP100991,LIDCOMBE,R,2141,RESIDENCE,4274912,,4,PADDOCK ST,4 G,
155.0,M,090,43,2/SP96292,WEST RYDE,R,2114,RESIDENCE,4275838,,2,TRAMWAY ST,2,
109.0,M,260,161,1/SP1010522/SP1010523/SP1010524/SP1010525/SP1010526/SP1010527/SP1010528/SP1010529/SP10105210/SP10105211/SP10105212/SP10105213/SP10105214/SP10105215/SP10105216/SP10105217/SP10105218/SP10105219/SP101052,PARRAMATTA,R,2150,RESIDENCE,4275881,,19,PENNANT ST,303,
222.0,M,090,3,1/SP100984,EASTWOOD,R,2122,RESIDENCE,4276305,,1,TRELAWNEY ST,1,
400.0,M,090,16,2/SP98788,EASTWOOD,R,2122,RESIDENCE,4276593,,2,SYBIL ST,2,
106.0,M,260,28,11/SP101026,DUNDAS VALLEY,R,2117,RESIDENCE,4276839,,11,YATES AVE,11,
58.0,M,090,19,85/SP100743,MACQUARIE PARK,R,2113,RESIDENCE,4277335,,85,HALIFAX ST,1109,
42.0,M,090,13,168/SP100746,MACQUARIE PARK,R,2113,RESIDENCE,4278002,,168,HALIFAX ST,1506,
225.0,M,090,65,2/SP95440,WEST RYDE,R,2114,RESIDENCE,4278713,,2,MARSDEN RD,2,
585.5,M,090,27,1/SP101063,RYDE,R,2112,RESIDENCE,4279633,,1,AEOLUS AVE,1,
195.9,M,260,35 B,26/286194,EASTWOOD,R,2122,RESIDENCE,4280304,,,MIDSON RD,1,R2
232.8,M,260,35 B,27/286194,EASTWOOD,R,2122,RESIDENCE,4280305,,,MIDSON RD,2,R2
208.5,M,260,35 B,28/286194,EASTWOOD,R,2122,RESIDENCE,4280306,,,MIDSON RD,3,R2
219.4,M,260,35 B,29/286194,EASTWOOD,R,2122,RESIDENCE,4280307,,,MIDSON RD,4,R2
149.0,M,260,1,140/SP100617198/SP100617,WESTMEAD,R,2145,RESIDENCE,4280540,,198,MAPLE TREE RD,1326,
300.0,M,090,1,1/SP97276,NORTH RYDE,R,2113,RESIDENCE,4280838,,1,COONEY ST,1,
76.0,M,139,9,5/SP101114,DRUMMOYNE,R,2047,RESIDENCE,4281682,,5,WRIGHTS RD,101,
57.0,M,260,88,38/SP97288,PARRAMATTA,R,2150,RESIDENCE,4284539,,38,CHURCH ST,424,
175.0,M,090,19,2/SP101260,WEST RYDE,R,2114,RESIDENCE,4285120,,2,DEAKIN ST,2,
230.0,M,260,221,23/SP97136,NORTH ROCKS,R,2151,RESIDENCE,4285534,,23,NORTH ROCKS RD,23,
250.0,M,139,23,3/SP101209,CONCORD WEST,R,2138,RESIDENCE,4285594,,3,STUART ST,3,
125.0,M,260,88,174/SP95238,PARRAMATTA,R,2150,RESIDENCE,4288822,,174,CHURCH ST,2007,
38.0,M,260,14,53/SP96617,NORTH ROCKS,3,2151,COMMERCIAL,4289170,STORAGE ,53,LOYALTY RD,21,
282.0,M,260,169,3/SP96873,CARLINGFORD,R,2118,RESIDENCE,4289556,,3,ADDERTON RD,3,
284.0,M,090,5,3/SP101304,RYDE,R,2112,RESIDENCE,4289837,,3,ELLEN ST,3,
336.8,M,090,360,2/271132,DENISTONE,R,2114,RESIDENCE,4292244,,,BLAXLAND RD,7,R2
264.8,M,090,360,3/271132,DENISTONE,R,2114,RESIDENCE,4292245,,,BLAXLAND RD,6,R2
269.7,M,090,360,4/271132,DENISTONE,R,2114,RESIDENCE,4292246,,,BLAXLAND RD,5,R2
212.9,M,090,360,5/271132,DENISTONE,R,2114,RESIDENCE,4292247,,,BLAXLAND RD,4,R2
274.1,M,090,360,6/271132,DENISTONE,R,2114,RESIDENCE,4292248,,,BLAXLAND RD,3,R2
203.5,M,090,360,7/271132,DENISTONE,R,2114,RESIDENCE,4292249,,,BLAXLAND RD,2,R2
234.2,M,090,360,8/271132,DENISTONE,R,2114,RESIDENCE,4292250,,,BLAXLAND RD,1,R2
106.0,M,090,39,12/SP100467,RYDE,R,2112,RESIDENCE,4293060,,12,DEVLIN ST,106,
362.0,M,090,2,1/SP101325,RYDE,R,2112,RESIDENCE,4294820,,1,PRATTEN AVE,1,
117.0,M,090,11,8/SP95432,GLADESVILLE,R,2111,RESIDENCE,4297062,,8,FARM ST,8,
178.0,M,090,3,2/SP101071,RYDE,R,2112,RESIDENCE,4297212,,2,BADAJOZ RD,2,
347.0,M,090,31,1/SP93408,DENISTONE,R,2114,RESIDENCE,4298479,,1,PENNANT AVE,1,
188.0,M,260,178,118/SP101977119/SP101977,PARRAMATTA,R,2150,RESIDENCE,4300881,,119,GEORGE ST,1010,
267.5,M,139,13,2/SP96726,ABBOTSFORD,R,2046,RESIDENCE,4301480,,2,WEDDLE AVE,2,
106.0,M,260,1,17/SP101324142/SP101831,LIDCOMBE,R,2141,RESIDENCE,4302424,,142,CARTER ST,402,
250.0,M,090,25,1/SP100744,MACQUARIE PARK,R,2113,RESIDENCE,4303938,,1,HALIFAX ST,201,
111.0,M,260,2 B,76/SP101702,SYDNEY OLYMPIC PARK,R,2127,RESIDENCE,4303980,,76,FIGTREE DR,20809,
171.0,M,260,57,3/SP996669/SP9966611/SP99666,PARRAMATTA,R,2150,RESIDENCE,4304542,,11,VICTORIA RD,11,
377.8,M,260,20,2/1265160,TOONGABBIE,R,2146,RESIDENCE,4304660,,,EDNA AVE,2,R3
118.0,M,260,14,26/SP96618,NORTH ROCKS,3,2151,CARSPACE,4304692,CAR SPACE,26,LOYALTY RD,26,
232.0,M,260,14,18/SP96621,NORTH ROCKS,3,2151,WAREHOUSE,4306472,,18,LOYALTY RD,104,
383.8,M,260,13,1/1255718,DUNDAS VALLEY,R,2117,RESIDENCE,4307704,,,BROTHERS ST,1,
475.2,M,260,2,101/1250344,DUNDAS VALLEY,R,2117,RESIDENCE,4307871,,,SUMMERS ST,1,R2
106.0,M,090,13,19/SP101694,EASTWOOD,R,2122,RESIDENCE,4309523,,19,GLEN ST,102 B,
110.0,M,090,1,35/SP10183936/SP101839,EASTWOOD,R,2122,RESIDENCE,4309581,,36,GLEN ST,402 B,
212.0,M,090,270,3/SP101894,RYDE,R,2112,RESIDENCE,4310820,,3,QUARRY RD,3,
102.0,M,260,30,63/SP10181072/SP101810,EPPING,R,2121,RESIDENCE,4313148,,72,CLIFF RD,301,
251.0,M,090,21,3/SP100745,MACQUARIE PARK,R,2113,RESIDENCE,4314386,,3,HALIFAX ST,203,
285.0,M,260,88,5/SP95239,PARRAMATTA,3,2150,COMMERCIAL,4315420,,5,CHURCH ST,5,
501.0,M,090,192,1/SP98076,PUTNEY,R,2112,RESIDENCE,4315432,,1,MORRISON RD,1,
252.0,M,139,46,1/SP98081,FIVE DOCK,R,2046,RESIDENCE,4315438,,1,GARFIELD ST,1,
155.0,M,090,5,75/SP101929,RYDE,R,2112,RESIDENCE,4316396,,75,ST ANNES ST,75 D,
141.0,M,090,5,2/SP101930,RYDE,3,2112,SHOP,4316497,,2,ST ANNES ST,2 B,
